id,yyyy,mm,pcode,governorate,gender,reach,reach_total,target_total,indicator,indicator_group,partner0,partnertype0,partner1,partnertype1,partner2,partnertype2,partner3,partnertype3,partner4,partnertype4,partner5,partnertype5,partner6,partnertype6,h_reach,h_target_total,h_reach_total,pin_total,pop_total
487,2016,12,32,Socotra,men,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,0,0,0,58680
488,2016,12,32,Socotra,men,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,0,0,0,58680
489,2016,12,32,Socotra,men,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,0,0,0,58680
490,2016,12,32,Socotra,men,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,0,0,0,58680
491,2016,12,32,Socotra,men,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,0,0,0,58680
492,2016,12,32,Socotra,men,0,0,0,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,0,0,0,58680
493,2016,12,32,Socotra,girls,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,0,0,0,58680
494,2016,12,32,Socotra,girls,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,0,0,0,58680
495,2016,12,32,Socotra,girls,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,0,0,0,58680
496,2016,12,32,Socotra,girls,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,0,0,0,58680
497,2016,12,32,Socotra,girls,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,0,0,0,58680
498,2016,12,32,Socotra,girls,0,0,0,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,0,0,0,58680
499,2016,12,32,Socotra,boys,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,0,0,0,58680
500,2016,12,32,Socotra,boys,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,,,,,,,,,,,,,,,0,0,0,0,58680
501,2016,12,32,Socotra,boys,0,0,0,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,,,,,,,,,,,,,,,0,0,0,0,58680
502,2016,12,32,Socotra,boys,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,0,0,0,58680
503,2016,12,32,Socotra,boys,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,0,0,0,58680
504,2016,12,32,Socotra,boys,0,0,0,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,,,,,,,,,,,,,,,0,0,0,0,58680
505,2016,12,15,Taizz,women,16960,71200,89532,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,OHCHR,UN,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,UNDP,UN,,,,,16960,89532,71200,1790400,2984000
506,2016,12,15,Taizz,women,150,370,3139,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,UNICEF,UN,UNDP,UN,,,,,,,,,16960,89532,71200,1790400,2984000
507,2016,12,15,Taizz,women,111,902,50022,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,UNDP,UN,,,,,16960,89532,71200,1790400,2984000
508,2016,12,15,Taizz,women,0,0,827,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,16960,89532,71200,1790400,2984000
509,2016,12,15,Taizz,women,0,0,1912,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,,,16960,89532,71200,1790400,2984000
510,2016,12,15,Taizz,women,17,45,757,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,UNICEF,UN,Intersos,INGO,,,,,,,16960,89532,71200,1790400,2984000
511,2016,12,15,Taizz,men,15708,71200,89532,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,OHCHR,UN,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,UNDP,UN,,,,,15708,89532,71200,1790400,2984000
512,2016,12,15,Taizz,men,177,370,3139,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,UNICEF,UN,UNDP,UN,,,,,,,,,15708,89532,71200,1790400,2984000
513,2016,12,15,Taizz,men,766,902,50022,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,UNDP,UN,,,,,15708,89532,71200,1790400,2984000
514,2016,12,15,Taizz,men,0,0,827,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,15708,89532,71200,1790400,2984000
515,2016,12,15,Taizz,men,0,0,1912,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,,,15708,89532,71200,1790400,2984000
516,2016,12,15,Taizz,men,28,45,757,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,UNICEF,UN,Intersos,INGO,,,,,,,15708,89532,71200,1790400,2984000
517,2016,12,15,Taizz,girls,18397,71200,89532,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,OHCHR,UN,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,UNDP,UN,,,,,18397,89532,71200,1790400,2984000
518,2016,12,15,Taizz,girls,18,370,3139,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,UNICEF,UN,UNDP,UN,,,,,,,,,18397,89532,71200,1790400,2984000
519,2016,12,15,Taizz,girls,5,902,50022,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,UNDP,UN,,,,,18397,89532,71200,1790400,2984000
520,2016,12,15,Taizz,girls,0,0,827,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,18397,89532,71200,1790400,2984000
521,2016,12,15,Taizz,girls,0,0,1912,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,,,18397,89532,71200,1790400,2984000
522,2016,12,15,Taizz,girls,0,45,757,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,UNICEF,UN,Intersos,INGO,,,,,,,18397,89532,71200,1790400,2984000
523,2016,12,15,Taizz,boys,20135,71200,89532,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,OHCHR,UN,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,UNDP,UN,,,,,20135,89532,71200,1790400,2984000
524,2016,12,15,Taizz,boys,25,370,3139,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,UNICEF,UN,UNDP,UN,,,,,,,,,20135,89532,71200,1790400,2984000
525,2016,12,15,Taizz,boys,20,902,50022,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,OHCHR,UN,UNICEF,UN,AMIDEAST,INGO,Intersos,INGO,UNDP,UN,,,,,20135,89532,71200,1790400,2984000
526,2016,12,15,Taizz,boys,0,0,827,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,20135,89532,71200,1790400,2984000
527,2016,12,15,Taizz,boys,0,0,1912,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,,,20135,89532,71200,1790400,2984000
528,2016,12,15,Taizz,boys,0,45,757,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,UNICEF,UN,Intersos,INGO,,,,,,,20135,89532,71200,1790400,2984000
